<CMDLINE C:\Users\lenna\PycharmProjects\DD2358-Neurals\.venv\Scripts\python.exe artificialneuralnetwork.py
MEM 3.492188 1739783744.9683
MEM 3.492188 1739783745.0689
MEM 3.492188 1739783745.1695
MEM 3.492188 1739783745.2700
MEM 3.492188 1739783745.3703
MEM 3.492188 1739783745.4708
MEM 3.492188 1739783745.5715
MEM 3.492188 1739783745.6723
MEM 3.492188 1739783745.7727
MEM 3.492188 1739783745.8731
MEM 3.492188 1739783745.9737
MEM 3.492188 1739783746.0742
MEM 3.492188 1739783746.1748
MEM 3.492188 1739783746.2750
MEM 3.492188 1739783746.3758
MEM 3.492188 1739783746.4763
MEM 3.492188 1739783746.5769
MEM 3.492188 1739783746.6774
MEM 3.492188 1739783746.7779
MEM 3.492188 1739783746.8784
MEM 3.492188 1739783746.9789
MEM 3.492188 1739783747.0793
MEM 3.492188 1739783747.1801
MEM 3.492188 1739783747.2809
MEM 3.492188 1739783747.3814
MEM 3.492188 1739783747.4820
MEM 3.492188 1739783747.5826
MEM 3.492188 1739783747.6829
MEM 3.492188 1739783747.7837
MEM 3.492188 1739783747.8840
MEM 3.492188 1739783747.9845
MEM 3.492188 1739783748.0850
MEM 3.492188 1739783748.1854
MEM 3.492188 1739783748.2859
MEM 3.492188 1739783748.3866
MEM 3.492188 1739783748.4877
MEM 3.492188 1739783748.5883
MEM 3.492188 1739783748.6885
MEM 3.492188 1739783748.7892
MEM 3.492188 1739783748.8895
MEM 3.492188 1739783748.9902
MEM 3.492188 1739783749.0909
MEM 3.492188 1739783749.1915
MEM 3.492188 1739783749.2922
MEM 3.492188 1739783749.3934
MEM 3.492188 1739783749.4940
MEM 3.492188 1739783749.5948
MEM 3.492188 1739783749.6957
MEM 3.492188 1739783749.7974
MEM 3.492188 1739783749.8980
MEM 3.492188 1739783749.9984
MEM 3.492188 1739783750.0994
MEM 3.492188 1739783750.2012
MEM 3.492188 1739783750.3014
MEM 3.492188 1739783750.4019
MEM 3.492188 1739783750.5023
MEM 3.492188 1739783750.6031
MEM 3.492188 1739783750.7036
MEM 3.492188 1739783750.8041
MEM 3.492188 1739783750.9047
MEM 3.492188 1739783751.0053
MEM 3.492188 1739783751.1058
MEM 3.492188 1739783751.2061
MEM 3.492188 1739783751.3069
MEM 3.492188 1739783751.4074
MEM 3.492188 1739783751.5079
MEM 3.492188 1739783751.6087
MEM 3.492188 1739783751.7094
MEM 3.492188 1739783751.8101
MEM 3.492188 1739783751.9114
MEM 3.492188 1739783752.0120
MEM 3.492188 1739783752.1124
MEM 3.492188 1739783752.2129
MEM 3.492188 1739783752.3135
MEM 3.492188 1739783752.4143
MEM 3.492188 1739783752.5146
MEM 3.492188 1739783752.6150
MEM 3.492188 1739783752.7156
MEM 3.492188 1739783752.8160
MEM 3.492188 1739783752.9164
MEM 3.492188 1739783753.0167
MEM 3.492188 1739783753.1172
MEM 3.492188 1739783753.2176
MEM 3.492188 1739783753.3184
MEM 3.492188 1739783753.4191
MEM 3.492188 1739783753.5193
MEM 3.492188 1739783753.6199
MEM 3.492188 1739783753.7201
MEM 3.492188 1739783753.8207
MEM 3.492188 1739783753.9211
MEM 3.492188 1739783754.0215
MEM 3.492188 1739783754.1219
MEM 3.492188 1739783754.2225
MEM 3.492188 1739783754.3229
MEM 3.492188 1739783754.4237
MEM 3.492188 1739783754.5245
MEM 3.492188 1739783754.6251
MEM 3.492188 1739783754.7257
MEM 3.492188 1739783754.8264
MEM 3.492188 1739783754.9269
MEM 3.492188 1739783755.0273
MEM 3.492188 1739783755.1277
MEM 3.492188 1739783755.2280
MEM 3.492188 1739783755.3284
MEM 3.492188 1739783755.4290
MEM 3.492188 1739783755.5297
MEM 3.492188 1739783755.6303
MEM 3.492188 1739783755.7308
MEM 3.492188 1739783755.8313
MEM 3.492188 1739783755.9316
MEM 3.492188 1739783756.0321
MEM 3.492188 1739783756.1328
MEM 3.492188 1739783756.2330
MEM 3.492188 1739783756.3334
MEM 3.492188 1739783756.4337
MEM 3.492188 1739783756.5343
MEM 3.492188 1739783756.6351
MEM 3.492188 1739783756.7355
MEM 3.492188 1739783756.8364
MEM 3.492188 1739783756.9368
MEM 3.492188 1739783757.0373
MEM 3.492188 1739783757.1381
MEM 3.492188 1739783757.2385
MEM 3.492188 1739783757.3390
MEM 3.492188 1739783757.4405
MEM 3.492188 1739783757.5418
MEM 3.492188 1739783757.6420
MEM 3.492188 1739783757.7426
MEM 3.492188 1739783757.8432
MEM 3.492188 1739783757.9436
MEM 3.492188 1739783758.0441
MEM 3.492188 1739783758.1444
MEM 3.492188 1739783758.2447
MEM 3.492188 1739783758.3452
MEM 3.492188 1739783758.4459
MEM 3.492188 1739783758.5462
MEM 3.492188 1739783758.6468
MEM 3.492188 1739783758.7475
MEM 3.492188 1739783758.8481
MEM 3.492188 1739783758.9485
MEM 3.492188 1739783759.0491
MEM 3.492188 1739783759.1495
MEM 3.492188 1739783759.2499
MEM 3.492188 1739783759.3506
MEM 3.492188 1739783759.4510
MEM 3.492188 1739783759.5514
MEM 3.492188 1739783759.6520
MEM 3.492188 1739783759.7522
MEM 3.492188 1739783759.8525
MEM 3.492188 1739783759.9529
MEM 3.492188 1739783760.0534
